prompt,q,gold
"None

Q: Is this sentence grammatical? Yes or No: kar woman drinks kon espresso no
A: No

Q: Is this sentence grammatical? Yes or No: kon architects touch kon no mouse
A: Yes

Q: Is this sentence grammatical? Yes or No: kars women eat kon cucumber no
A: No

Q: Is this sentence grammatical? Yes or No: kars writers drink kar no lemonade
A: Yes

Q: Is this sentence grammatical? Yes or No: kar teacher touches kar no lightbulb
A: Yes

Q: Is this sentence grammatical? Yes or No: kon actress touches kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kon boy kicks kar bottle no
A: No

Q: Is this sentence grammatical? Yes or No: kar woman pushes kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kar professor reads kon no poem
A: Yes

Q: Is this sentence grammatical? Yes or No: kons orators read kar no story
A: Yes

Q: Is this sentence grammatical? Yes or No: kar doctor drinks kon no milkshake
A: ",kar doctor drinks kon no milkshake,Yes
"None

Q: Is this sentence grammatical? Yes or No: kon architect hits kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kars writers push kon no hat
A: Yes

Q: Is this sentence grammatical? Yes or No: kars teachers touch kar cup no
A: No

Q: Is this sentence grammatical? Yes or No: kars doctors drink kon no espresso
A: Yes

Q: Is this sentence grammatical? Yes or No: kon dog pushes kar bottle no
A: No

Q: Is this sentence grammatical? Yes or No: kons writer eats kon no biscuit
A: Yes

Q: Is this sentence grammatical? Yes or No: kars doctors kick kon mouse no
A: No

Q: Is this sentence grammatical? Yes or No: kar cook kicks kon mouse no
A: No

Q: Is this sentence grammatical? Yes or No: kars teachers drink kar no water
A: Yes

Q: Is this sentence grammatical? Yes or No: kons dogs touch kon no newspaper
A: Yes

Q: Is this sentence grammatical? Yes or No: kars writers read kon poem no
A: ",kars writers read kon poem no,No
"None

Q: Is this sentence grammatical? Yes or No: kar doctor pushes kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kar teacher touches kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kars women hit kon no hat
A: Yes

Q: Is this sentence grammatical? Yes or No: kars doctors read kon chapter no
A: No

Q: Is this sentence grammatical? Yes or No: kars cooks hit kon no toy
A: Yes

Q: Is this sentence grammatical? Yes or No: kar cook eats kon no meal
A: Yes

Q: Is this sentence grammatical? Yes or No: kar girl pushes kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kars women drink kar no lemonade
A: Yes

Q: Is this sentence grammatical? Yes or No: kar girl hits kon hat no
A: No

Q: Is this sentence grammatical? Yes or No: kar girl touches kon no mouse
A: Yes

Q: Is this sentence grammatical? Yes or No: kons men drink kon no juice
A: ",kons men drink kon no juice,Yes
"None

Q: Is this sentence grammatical? Yes or No: kons authors read kar letter no
A: No

Q: Is this sentence grammatical? Yes or No: kons orators read kar story no
A: No

Q: Is this sentence grammatical? Yes or No: kar teacher pushes kar no lightbulb
A: Yes

Q: Is this sentence grammatical? Yes or No: kon lawyers drink kar beverage no
A: No

Q: Is this sentence grammatical? Yes or No: kons boys touch kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kons writer hits kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kons dogs kick kar no box
A: Yes

Q: Is this sentence grammatical? Yes or No: kars teachers hit kar lightbulb no
A: No

Q: Is this sentence grammatical? Yes or No: kon architects kick kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kons cats eat kar no banana
A: Yes

Q: Is this sentence grammatical? Yes or No: kars doctors push kon no fish
A: ",kars doctors push kon no fish,Yes
"None

Q: Is this sentence grammatical? Yes or No: kar girl drinks kar no beverage
A: Yes

Q: Is this sentence grammatical? Yes or No: kars doctors eat kon no meal
A: Yes

Q: Is this sentence grammatical? Yes or No: kon lawyer drinks kar no lemonade
A: Yes

Q: Is this sentence grammatical? Yes or No: kon architect hits kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kons men hit kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kon cat pushes kar cup no
A: No

Q: Is this sentence grammatical? Yes or No: kon boy reads kar no guide
A: Yes

Q: Is this sentence grammatical? Yes or No: kar teacher pushes kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kar girl kicks kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kars women eat kon cucumber no
A: No

Q: Is this sentence grammatical? Yes or No: kars doctors push kon chalk no
A: ",kars doctors push kon chalk no,No
"None

Q: Is this sentence grammatical? Yes or No: kons boys drink kon juice no
A: No

Q: Is this sentence grammatical? Yes or No: kons dogs push kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kars doctors eat kon fish no
A: No

Q: Is this sentence grammatical? Yes or No: kons cats touch kar no cup
A: Yes

Q: Is this sentence grammatical? Yes or No: kars actresses push kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kon architects push kon no hat
A: Yes

Q: Is this sentence grammatical? Yes or No: kon actress touches kon mouse no
A: No

Q: Is this sentence grammatical? Yes or No: kars teachers hit kar lightbulb no
A: No

Q: Is this sentence grammatical? Yes or No: kars doctors eat kon no biscuit
A: Yes

Q: Is this sentence grammatical? Yes or No: kon lawyers push kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kar teacher drinks kon tea no
A: ",kar teacher drinks kon tea no,No
"None

Q: Is this sentence grammatical? Yes or No: kons writer kicks kon no chalk
A: Yes

Q: Is this sentence grammatical? Yes or No: kars doctors drink kar no beverage
A: Yes

Q: Is this sentence grammatical? Yes or No: kars writers read kon no chapter
A: Yes

Q: Is this sentence grammatical? Yes or No: kons dogs push kar lightbulb no
A: No

Q: Is this sentence grammatical? Yes or No: kar doctor drinks kon smoothie no
A: No

Q: Is this sentence grammatical? Yes or No: kars teachers drink kar water no
A: No

Q: Is this sentence grammatical? Yes or No: kar doctor pushes kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kons cats drink kon juice no
A: No

Q: Is this sentence grammatical? Yes or No: kons men kick kar no lightbulb
A: Yes

Q: Is this sentence grammatical? Yes or No: kars teachers touch kon no toy
A: Yes

Q: Is this sentence grammatical? Yes or No: kars girls kick kon toy no
A: ",kars girls kick kon toy no,No
"None

Q: Is this sentence grammatical? Yes or No: kars teachers drink kon espresso no
A: No

Q: Is this sentence grammatical? Yes or No: kon architect reads kon no chapter
A: Yes

Q: Is this sentence grammatical? Yes or No: kons authors read kar no guide
A: Yes

Q: Is this sentence grammatical? Yes or No: kars cooks touch kon mouse no
A: No

Q: Is this sentence grammatical? Yes or No: kon dog kicks kar lightbulb no
A: No

Q: Is this sentence grammatical? Yes or No: kon architect hits kon no fish
A: Yes

Q: Is this sentence grammatical? Yes or No: kon man touches kar no lightbulb
A: Yes

Q: Is this sentence grammatical? Yes or No: kon actress kicks kon toy no
A: No

Q: Is this sentence grammatical? Yes or No: kon architect touches kon chalk no
A: No

Q: Is this sentence grammatical? Yes or No: kon lawyer drinks kon no milkshake
A: Yes

Q: Is this sentence grammatical? Yes or No: kars actresses kick kon hat no
A: ",kars actresses kick kon hat no,No
"None

Q: Is this sentence grammatical? Yes or No: kars girls touch kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kon lawyers touch kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kar cook pushes kon no hat
A: Yes

Q: Is this sentence grammatical? Yes or No: kars teachers eat kar banana no
A: No

Q: Is this sentence grammatical? Yes or No: kar woman pushes kon no fish
A: Yes

Q: Is this sentence grammatical? Yes or No: kon author reads kar no magazine
A: Yes

Q: Is this sentence grammatical? Yes or No: kars cooks push kon no newspaper
A: Yes

Q: Is this sentence grammatical? Yes or No: kar girl reads kon chapter no
A: No

Q: Is this sentence grammatical? Yes or No: kon lawyers kick kon no fish
A: Yes

Q: Is this sentence grammatical? Yes or No: kar girl pushes kon newspaper no
A: No

Q: Is this sentence grammatical? Yes or No: kars women kick kon no newspaper
A: ",kars women kick kon no newspaper,Yes
"None

Q: Is this sentence grammatical? Yes or No: kon man eats kar no pear
A: Yes

Q: Is this sentence grammatical? Yes or No: kon architects eat kon fish no
A: No

Q: Is this sentence grammatical? Yes or No: kons writer hits kon hat no
A: No

Q: Is this sentence grammatical? Yes or No: kar girl eats kon meal no
A: No

Q: Is this sentence grammatical? Yes or No: kar cook touches kon no fish
A: Yes

Q: Is this sentence grammatical? Yes or No: kon lawyers touch kon no newspaper
A: Yes

Q: Is this sentence grammatical? Yes or No: kon architects drink kon milkshake no
A: No

Q: Is this sentence grammatical? Yes or No: kar woman drinks kon espresso no
A: No

Q: Is this sentence grammatical? Yes or No: kon actress eats kon no fish
A: Yes

Q: Is this sentence grammatical? Yes or No: kons cats eat kar no banana
A: Yes

Q: Is this sentence grammatical? Yes or No: kon lawyers touch kon hat no
A: ",kon lawyers touch kon hat no,No
